Tbx2
Mrpl15
Map9
Chmp2a
Ndufb7
Zswim5
Slc16a2
Cpsf1
Rpap1
Fstl5
Irf2bpl
Lsm3
Plekhm1
Iqsec1
Tmem132c
Ina
Gtf2h5
Cmip
Zfp395
Atp5h
Ptpn13
Mon2
Sema3f
Fras1
Gns
Mfrp
Mast4
Tet3
Nudt19
Sidt2
Rnf44
Zc4h2
Eif2s3x
Tanc1
Heatr5a
Nkx6-1
Spcs2
Trim13
Pkig
Tpbg
Ssc5d
Cops4
Ror1
Tgfbi
Krt17
Midn
Lrfn5
Sbno2
Ndufa3
Cox8a
Fbxw2
Dock4
Rusc2
Ptpn23
Myrf
Colec12
Metap2
Ndufa13
Fstl4
Edc4
Lrrk2
BC031181
Rpl39-ps
Serbp1
Tmem258
Ppp1r11
Pcdh8
Calm2
Prss56
Ttyh3
Plxnb2
Cuedc2
Cox6b1
Dner
Rps27l
Klhl13
Mrpl41
Arhgap33
Gtdc1
Kirrel2
Bcorl1
Wnt8b
Anapc10
Tenc1
Frem2
Paip2
Rbmxl1
Sep15
Ddx1
Ndufc1
Islr
Fam193a
Lsm1
Man1c1
0610009D07Rik
Uggt1
Ubr5
Cib2
Nenf
Wdtc1
Cldn11
Vps13b
Gdf7
Cisd1
Avp
Fam222b
Neurod6
Wnk2
Rara
Wipf2
Fam120a
Phf2
Notch3
Spon1
Atg5
Cep250
Ncapd2
Bcl9
Fau
1700066M21Rik
Mlxip
Ncoa6
Pcp4l1
Uqcrfs1
Rgs4
Akap12
Fam65a
Gng10
Med30
Polr3k
Fam103a1
Creb3l2
Scube3
Atp5j2
Hoxb4
Atp5l
Bud31
Lmx1b
Kdm3b
Zfhx3
Irs2
Sccpdh
Lmtk2
Rps21
Bmp6
Timm8b
Myo16
Anpep
Psmd7
Zfp503
Atp6v1g1
Fam102a
Akna
AW209491
Adk
Srrm2
Ppp1r10
Rpl22l1
Prrc2b
Fndc3b
Tnrc18
Tusc3
Ncam1
Prex1
Mrpl12
Sdk1
Ralyl
Bahcc1
Epg5
Rere
Dag1
Clstn1
Hip1
Ccdc32
Bahd1
Disp2
Ndufb10
Baz2a
Thbs1
Prrc2c
Lrp1
Nxph4
Daam2
Mrps28
Bcor
Pex2
Aqr
Akap9
Plekha4
Zfp609
Otud6b
Abcb1a
Tlx3
Ildr2
Plekhg1
Phc1
St8sia4
Sh3pxd2b
Il17rd
Snrnp25
Snrpd2
Six5
Tiprl
Npnt
Trim62
Ghitm
Nacad
Fzd7
Ostc
Msantd4
Brca2
Zmiz2
2310036O22Rik
Phf8
Chd7
Vps41
Ttc1
Atg2b
Ssr2
Dicer1
Fmod
Kif21b
Amot
Cox6a1
Mpped1
Kirrel
Plekha6
Tram2
Abca9
Ndufa7
Nol4
Agrn
Zbed3
Foxn4
Igsf3
Tbca
Bend6
Kdm5b
Tmem183a
Rbm7
Ccno
Fbrs
Dctpp1
Shfm1
Asxl1
Sh2b3
Itpr3
Immp1l
Garem
Selk
Wbp5
Gm15800
Bex2
Smg7
Gpr151
Egflam
Tuba1c
B3galnt1
Fbrsl1
A030009H04Rik
Eif3j2
Zfp536
Rab9b
Tril
Rai2
Fbxl7
Tox3
Rpl7
Mrpl50
Foxo1
Phlpp1
Sptssa
Gm9493
Dock5
Tram1l1
Rps2
Acp1
Zbtb39
Rnf208
Cnpy1
Uqcrq
Megf8
Rpl18a
Sox3
Asxl3
1110012L19Rik
Cenpe
Onecut3
Penk
Olig3
Plekha7
Col27a1
Zfp36l2
Gm9803
E2f8
AI464131
Rpl37a
Gjb2
Rpl27a
Ngfrap1
Hnrnpa1
Zfp319
Prr12
Ticrr
Olfml2a
Cystm1
Fat4
Atp10d
D030056L22Rik
Cd24a
Rab2a
Dync2h1
C2cd3
Mc4r
Dynlrb1
Adamts12
Rpsa-ps10
Bex4
Arxes2
Tenm4
Kmt2d
Gpr85
Mfap1b
Scrt1
Osr1
Msx1
Thnsl1
Myof
Tpcn2
Ccdc6
Foxo3
C1galt1c1
Gm8186
Pdp1
Apoo-ps
Trappc1
Upk1b
Sall2
Tceal1
Polr1a
Rpl36al
2410015M20Rik
Tmsb4x
Mrps16
Bex1
Ubqln2
D8Ertd82e
Foxc1
Gm9843
Gm9844
Gm8394
Lamtor4
Maml1
Gm9846
Ftl1
Atp5k
Gja1
Sepn1
Commd3
Bzw1
Rnf7
Gm6563
2900026A02Rik
Tacstd2
Plagl2
Cbr1
Tceal8
AU021092
Coa6
Pfdn4
Klf13
Taf9
Hbb-bs
2610001J05Rik
Tmco1
Prmt1
Nav2
Serp2
BC004004
Suclg1
Dnah6
Lamb2
Ctif
Glis3
Yap1
Mllt11
Pom121
Sec61b
Zfp952
Thoc7
Eif3k
Sh3pxd2a
Plxnb1
Mast1
Sox14
Chchd3
Exoc6
Srcap
Zfp14
Krt15
Msi1
Mrps21
Dnajc8
Tmem74
Atpif1
Vsnl1
Pcnxl3
Ep300
Nfic
Gabra5
Adh7
Tead1
Tns1
Soga1
Hba-x
Dach1
Gpc3
Abcd2
Tcf7l1
Tceb2
Zfp277
Irs1
Col8a2
Usp39
Slit3
Cd248
Foxk1
Mpz
Fry
Ppp1r14b
Hmga2
Foxb2
Gm6851
Gadl1
Hist3h2ba
Sipa1
Magel2
Gm7536
Gm6139
Rit2
Fam136a
Mab21l2
Rpl32
Mdn1
Palld
Gm10036
Sez6l
Gm5148
Mrps14
Espl1
Upf1
Dock1
Abce1
Txndc9
Fam133b
Gpc6
Gda
En1
Col13a1
2810428I15Rik
Zfp516
Zfp708
Gm10053
Zc3h4
Lsmd1
Rpl11
Mamld1
2610301B20Rik
Uqcr10
Ndufs8
Rps26-ps1
Eif4a1
Unc5c
Gm10073
H2afj
Rpl3
Tpt1
Zdhhc8
Scrt2
Gtf2i
Hnrnpc
linc-Brn1a
Rps10-ps1
Dcc
Fhit
H3f3a
Arl1
Rpl26
Irx1
Mmgt1
Phf5a
Hipk2
Rps7
Sox21
Zic2
Bod1l
Rps12
Rpl34
Gmfb
Pgk1
Rpl13a-ps1
Zfp954
Morf4l1
Rpl17
Vps28
Arf2
Rpl9-ps6
Rps3a2
Gm10123
Kdr
Ufc1
Mrpl42
Rpl35
Scoc
Zfp35
Bcl9l
Cyp26b1
Nmral1
D630045J12Rik
Rps15
Nhp2l1
Gm5616
Nup98
Col23a1
Zbtb18
Nkx6-3
Gm8730
Utp14a
Chchd1
Prpf38a
Gpx1
Uqcrh
Trerf1
Fbln2
Gm10146
mt-Nd1
mt-Nd2
mt-Nd4
mt-Cytb
Aurkaip1
Ubr4
Phactr4
Cdc26
Numa1
Zfyve26
Rdh11
Gm5786
Rpl36-ps3
Fxyd6
Rplp0
Tmem128
Tspan6
Zfp763
Pcna-ps2
Gm10221
Gtf2f2
Tcp1
1500009C09Rik
Ndufaf2
Gm11808
Gm608
Slc4a5
Gmnc
Uty
Flnc
Gm10250
Celsr2
Ptprz1
Psma5
Gstm6
Ddx3y
Gm10260
Hist1h3c
Gm4950
Gm10275
Arid1b
Psmb3
Ahnak
Hba-a1
Fat1
Ndufaf3
Eif3g
Gm10288
Capza1
Tmem256
Chchd2
Rgma
Mn1
Sox13
Utp3
Gltscr1
Gm1673
Trabd2b
Arhgef10
Rpl23
Eef1g
Polr2g
Apcdd1
Mcc
Nanos1
Ptrh2
Gm13826
Grcc10
Cep170b
Gm7292
Atoh1
Srp54a
Myeov2
Rab18
Hbb-bt
Ggh
Rpl13a
Zfp628
S100a16
Spc24
Gm10704
Fat3
Mafb
Mcidas
Thbd
Gm561
Slc4a11
Ranbp6
Vdac3-ps1
Wipf1
Nrbp2
Nynrin
Selt
Ywhaq
Acsf2
2700094K13Rik
Rpl23a-ps3
Gm12355
Psme2b
Gm2000
Klhdc7a
Foxd1
Ctdsp2
Abracl
Hs3st4
Tomm5
Rab9
Gbp6
Gm2974
Rpl36a
Rpl39
Tceb1
Gm11273
Fzd10
Nap1l2
Ubl5
Zfp703
Gm12688
Gm15500
Lamtor5
Gm15501
Pet100
Dlx6os1
Gm10177
Pcp4
Bloc1s1
2810055G20Rik
Snrpe
Zfp712
Myl6
Rps13
Lrrc32
Gm5428
Vgll3
Eid1
Gm10269
Skor2
Lsm5
Gm4353
Rps2-ps10
Peg10
Bend4
Gm4540
Gm10320
AA465934
Rpl41
Tomm20
Gm9866
Rpl7a-ps10
Gm9830
Zfp955a
Gm5619
Rps2-ps6
Gm6472
Dynlt1f
Gm8226
Fam120aos
Foxl2os
Gm26825
Gm26951
Gm17750
Gm26924
Snhg6
RP23-59B16.8
RP23-103I12.13
Gm19980
Nes
Nid2
Aldh1l1
Dera
Hddc3
Crnde
Lum
Neurod2
Satb2
Hbb-y
Hbb-bh1
Capn11
Alox5ap
Rps17
3110035E14Rik
Cacna1e
Vax1
Ttc9b
Ptgds
D10Bwg1379e
Snrpf
Egfr
Pold2
Pdhb
Dlx2
Pgm2
Snapc3
Kcnq4
Ndufs5
Wdr65
Nkx1-1
Uncx
Lhx5
Itpr1
Eif3f
3830406C13Rik
Gbx2
Prr7
Vps13c
Fignl1
Rps16
Vstm2l
Ift172
Pcsk1n
Klhl42
C1qtnf4
Dnah7b
Hebp1
Lor
Pgp
Wdr89
Scand1
Sox18
Gm7729
Rpl29
H2afx
Ccdc171
Tusc1
Zfp771
Mrfap1
Gm10020
Rpl36
Sox11
Zfp428
Nkain2
Klhl9
Jund
Gm10340
Gpr27
Wdfy1
Gm3558
Gm3411
Gm2897
Ccdc85c
Ier5l
Gm3739
Malat1
Gm10406
Gm3373
Gm3526
Ccdc85b
Gm3500
Gm9825
Gm5796
Gm3591
Nkx2-1
Clec3b
Lhx6
Hsd3b6
Dlx5
Chrna3
Cbl
Arx
Aox4
Creg2
Rnf26
Aldh1a1
Gm5089
Gm9008
Haunt
Lhx8
H19
Glra1
Gabra2
Hltf
Zfp40
Shh
Fcgrt
Bicd1
Calb2
Ptrf
Sst
Col26a1
Tep1
Nphs1
Gabrb2
Dio2
Slc38a3
Gabra1
Tctex1d2
Hoxa2
Lcorl
Etaa1
Vtn
Trove2
Anxa6
Slc35g3
Kitl
Enpp3
Hmmr
Nefh
Rps27a
Smc6
Bcap29
Klhl28
Fkbp3
Nemf
Mpp5
Dek
Nol8
A530054K11Rik
Irx4
Slc6a3
Trim23
Cenpk
Cdhr1
Chat
Zdhhc20
Nefm
Oxr1
Angpt1
Emc2
Lrrc6
Ube2v2
B3gnt5
Sidt1
Ncam2
Sncg
Zfp51
Pla2g7
Slc5a7
Rock1
Esco1
Rnf138
Pggt1b
Tmx3
Slc22a6
Aldh1a7
Kif20b
Capn1
Kazald1
Tlx1
Alas2
Itgb8
Zfp711
Tmem47
Xiap
Kbtbd3
Cwf19l2
Mybl1
Mob4
Sgol2
Tex30
Nppc
Cfh
Tfcp2l1
Syt2
Dusp27
Vamp4
Rabgap1l
Yme1l1
Acbd5
Ermn
Gsn
Pax8
Kif18a
Map1a
Nusap1
Casc5
Otor
Lrrcc1
Hmgcs2
Olfm3
Enpep
Depdc1a
Casp8ap2
Smc2
Zfp37
Bspry
Rps6
Ift74
Emilin1
Gabra4
Epha5
Sparcl1
Alb
Mrps33
Zfml
Kbtbd8
Slc6a13
Ret
Slc6a11
Zfp606
Gipr
Zfp273
Mphosph10
Ccdc90b
Zfand6
Pik3c2a
Bag3
Mrgprf
Rab39b
Sh3bgrl
Ap1s2
Pcm1
Scrg1
Irx3
Irx5
Mt3
Mpzl2
Phip
Crabp1
Isl2
Tmem30a
Tgfbr2
Mst1r
Gpbp1
Mzt1
Wnt6
Tlr13
9430020K01Rik
Zbtb41
Zfp944
Gria2
Smc4
Hdx
Ankrd12
Lrrn1
Ppp1r1c
Pcdh11x
Plvap
Parm1
Arhgap5
Lars2
Lysmd3
Fnip1
Pnpla8
March1
Neto2
Matr3
Thoc2
Cdkn3
2700029M09Rik
Cntln
Fam126b
Foxf2
Slc6a5
Gjb6
Zfp770
Cdh12
Slc22a2
Nbl1
Arhgap11a
Car8
Tmem29
Piezo2
Gucy1a2
Fcho2
Prrxl1
Slc24a4
Zfp386
Nxt2
Klhl14
Tfap2d
B630005N14Rik
Hic1
Aqp6
Smco3
Pura
Rin3
Zfp758
Trmt10c
Dpy19l4
Defb11
Gprin3
Esf1
Polr2k
Zfp62
C77370
Ppp1r3b
Ccdc108
Zfp654
Mafa
Rps8
Zcchc5
Tmem196
Pirt
Crebrf
Sacs
Zfp738
Ranbp3l
Igf2
Mterfd3
Plcxd3
Zfp518a
Adamts16
Shisa3
Foxl2
Zfp366
Gprc5c
Rgs13
Sv2c
Nhlh1
Gypa
Xkr4
Rps10
Gpr17
C130021I20Rik
Zfp943
Spock3
Adam12
Mmrn1
Hmgb2
Zfp182
Fsd1l
Zfp935
Zfp101
Fut9
Maf
Zfp458
Triqk
AI504432
Uts2b
Kdm5d
Npm1
Zfp759
Zfp119a
AA987161
Zfp68
Zfp85-rs1
Zfp958
Zfp945
Zfp933
Zfp930
Rp2h
Gm10076
BC002059
2610008E11Rik
Tsga10
Zfp873
Zfp229
Tac1
Zfp677
Zfp938
Sox7
3300002I08Rik
Zfp947
mt-Co1
mt-Co2
mt-Co3
Cntnap5b
Foxd3
Zfp760
Zfp948
Zfp160
Zfp442
Zfp120
Col8a1
Efcab1
Rap1a
Ssb
Nxph2
Zfp72
Gm5595
Zfp820
Hba-a2
Smim15
Zfp946
Zfp942
Zfp71-rs1
Phf20l1
4930522L14Rik
Vma21
Trim10
Dok6
Nbeal1
9830147E19Rik
Zfp788
Gm10742
Zfp808
Ctxn2
Accsl
Hoxc4
Gm3940
Sarnp
AU041133
2210404O09Rik
Zfp931
Gm14326
Gm14322
Gm14418
Gm14305
Gm14391
D130040H23Rik
Jrkl
Ccdc82
Haus3
Hoxa3
Xist
Kantr
Tmsb15b2
Gm5611
Gm5141
Tma7
Cox16
Zfp804b
Zfp141
Gm14403
Fignl2
Gm7094
Gm4944
Zfp955b
A330076H08Rik
Gm26917
A430106G13Rik
Gm27031
RP23-442I7.1
Nalcn
Lhx2
Ckmt1
Sema4f
Rpa1
S100a6
Uhrf1
Ckb
Sp1
Fndc5
Ube2c
Foxm1
Smo
Fbxo7
Folr1
Slc1a5
Pnck
Spag5
Tead3
Dbf4
Rec8
Baz1b
Chaf1a
Mcm2
Kcnn1
Ppp1r17
Cd36
Apoe
Prkar2b
Hmgn2
Cdk12
Slc2a3
Dlgap1
Plag1
Dll3
Phyhip
Snrnp200
Man1a
Hlf
Grm3
Brinp2
Kifc2
Eno2
9330159F19Rik
Ndrg2
Arid3b
Emr1
Chmp2b
Lbr
Crabp2
Bcan
Slc25a18
Matk
Syt5
Prkacb
Chd5
Ndrg1
Spc25
Slc1a6
Slc1a3
Mcm5
Asf1b
Ampd3
Pvalb
Slc30a4
Reep5
Otx1
Fam131c
Cdc20
Neurl1a
Epha2
Slc4a1
Pola1
Gmnn
Cdk4
B4galnt1
Tph2
Klk4
Syngr3
Pole
Pcdha2
Tinf2
Tgfbr1
Fhl2
Rbfox1
Ewsr1
Bcl2l13
Fam163b
Slc16a12
Syn2
Nuak2
Pifo
Eya4
Myt1
Lmbr1
Sptbn4
Gltp
Kif11
Enkd1
Igf2bp1
Dll1
Slc25a13
Ube2i
Nolc1
Cd83
Hivep2
Anp32e
Eps8
Tnr
Rxrg
Ncapg
Stk32c
Eef1a2
Mapkapk2
Phf21b
Matn4
Il13ra1
Rnd3
Brca1
Traf4
Aldoc
Timp2
Rarb
Cdc6
Atad5
Zfp334
Rhbdl3
Birc5
Wfdc2
Mmp9
Mybl2
Rac3
Mfng
Pmp22
Kpna2
Mapt
Sparc
Crhr1
Ikzf1
Cbx1
Sfrp5
Sult4a1
E2f2
Cacng2
Scn1b
Lhx9
Syne1
Fbxo5
Nr2e1
Plagl1
Grm1
Perp
Smpdl3a
Slc6a15
Sim1
Dcn
Cdk1
Tmpo
Ahi1
Nedd1
Mtfr2
Usp44
Ascl1
Ptprr
Mum1
Cobl
E2f7
Mdm1
Glyctk
Hcn2
Slc22a4
Rasgef1c
Btg2
Igfbp3
Adcy1
Prr11
Gria1
Shmt1
Llgl1
Pctp
Fam84a
Id2
Rrm2
Ace
Asic2
Slc9a3r1
Fam64a
Cygb
Pld2
Slc6a4
Doc2b
Aurkb
Pfas
Top2a
Higd1b
Pole2
Ptpn21
Ngb
Sptb
Efcab11
Fbln5
Lgmn
Rgs6
Ppp1r13b
Kif26a
Gng4
Ryr2
Amph
Ogn
Gadd45g
Habp4
Drd1a
Adcy2
Golm1
Trip13
Cep72
Ocln
Arhgef28
Elovl7
Depdc1b
Rasgrf2
Nln
Rgs7bp
Htr1a
Hcn1
Dnajc9
Otx2
Slc35f4
Rnase4
Sh3bp5
Arhgef3
Xpo4
Ska3
Ints9
Cacna2d3
Diap3
Esco2
Clu
Ephx2
Bora
Klhl1
Fgf17
Osmr
Haus4
Ajuba
Efs
Cpne6
Sema5a
Cmbl
Rai14
Baalc
Csmd3
Cdh10
Shcbp1
Atad2
Adcy8
Syngr1
Dscc1
Shisa9
Emp2
Cldn1
Fgf12
Hrasls
Apod
Ly6h
Lynx1
Mapk12
Cd200
Mcm4
Nde1
Slc7a4
Itgb5
Ccdc14
Adcy5
Grik1
Chaf1b
Gart
Tmem50b
Ifngr2
Faim2
Racgap1
Krt18
Rttn
Serinc2
Kcnk5
Cdca3
Tiam2
Smoc2
Enpp5
Pim1
Ndc80
Crim1
Lhcgr
Hn1l
Kifc5b
Aqp4
Lama3
Ndfip1
Mal2
Hbegf
Rab27b
Gnal
Slc14a2
Lmnb1
Anxa1
Fads3
Fen1
Stambpl1
Cdca5
Htr7
Gldc
Pola2
Eif1ad
Apba1
Slc1a1
Rcor2
Cep55
Rbp4
Hells
Aldh18a1
Lcor
Maoa
Pdcd11
Nhlrc2
Afap1l2
Ablim1
Hspa12a
Arhgap19
Kcnip2
Limd1
Itga7
Cdk2
Cdh9
Aatk
Agap2
Caly
Ifitm3
Lrdd
Dock9
Tk1
Cbx2
Klhl4
Sdc3
Tyms
Plk4
Ccr1
Nrp1
Prkar1b
Snca
Gria4
Paqr8
Slco5a1
Slc40a1
Ica1l
